Working... ━                                          3% 0:02:00
         2807150 function calls (2787663 primitive calls) in 4.346 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
        4    0.000    0.000    0.000    0.000 spines.py:565(__getitem__)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       26    0.000    0.000    0.000    0.000 core.py:4277(<genexpr>)
       36    0.000    0.000    0.000    0.000 progress.py:1024(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 pyplot.py:366(backend_mod)
        1    0.000    0.000    0.000    0.000 axis.py:2527(YAxis)
        1    0.000    0.000    0.000    0.000 kernel.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1923(<genexpr>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:310(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 collections.py:1748(CircleCollection)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        1    0.000    0.000    0.000    0.000 animation.py:393(FileMovieWriter)
        6    0.000    0.000    0.000    0.000 segment.py:170(line)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._DeepIterable>:1(__init__)
        1    0.000    0.000    0.000    0.000 validators.py:296(_InValidator)
        1    0.000    0.000    0.000    0.000 _decomp_qr.py:1(<module>)
       22    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        5    0.000    0.000    0.000    0.000 version.py:74(__lt__)
        1    0.000    0.000    0.000    0.000 transforms.py:1685(TransformWrapper)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3207(update)
        5    0.000    0.000    0.000    0.000 inspect.py:1443(repl)
       42    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        6    0.000    0.000    0.000    0.000 axis.py:223(get_tick_padding)
        1    0.000    0.000    0.000    0.000 ast.py:72(_convert_num)
        3    0.000    0.000    0.000    0.000 numerictypes.py:229(obj2sctype)
        1    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        2    0.000    0.000    0.000    0.000 highlighter.py:8(_combine_regex)
        5    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
       31    0.000    0.000    0.000    0.000 function_base.py:19(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 _dok.py:24(_dok_base)
        8    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:933(clear)
        1    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
        4    0.000    0.000    0.000    0.000 cbook.py:2309(_unpack_to_numpy)
        3    0.000    0.000    0.000    0.000 rcsetup.py:576(_validate_greaterequal0_lessequal1)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:5076(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 axis.py:33(<listcomp>)
        1    0.000    0.000    0.000    0.000 _data.py:19(_data_matrix)
       18    0.000    0.000    0.000    0.000 __init__.py:190(change_key)
        1    0.000    0.000    0.000    0.000 progress.py:702(__init__)
        6    0.000    0.000    0.000    0.000 text.py:713(<genexpr>)
       23    0.000    0.000    0.000    0.000 text.py:605(set_wrap)
        1    0.000    0.000    0.000    0.000 validators.py:209(_ProvidesValidator)
        1    0.000    0.000    0.000    0.000 core.py:3173(QuotedString)
       15    0.000    0.000    0.000    0.000 containers.py:75(__iter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
       21    0.000    0.000    0.000    0.000 core.py:3780(recurse)
        4    0.000    0.000    0.000    0.000 core.py:5106(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 _tripcolor.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:21(FigureCanvasMac)
        1    0.000    0.000    0.000    0.000 validators.py:261(_OptionalValidator)
        1    0.000    0.000    0.000    0.000 widgets.py:3205(RectangleSelector)
        5    0.000    0.000    0.000    0.000 _make.py:1851(<dictcomp>)
       22    0.000    0.000    0.000    0.000 _codata.py:1568(_check_obsolete)
       14    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 transforms.py:235(frozen)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 validators.py:605(_SubclassOfValidator)
        1    0.000    0.000    0.000    0.000 _enums.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 console.py:839(clear_live)
        1    0.000    0.000    0.000    0.000 _coo.py:22(_coo_base)
        1    0.000    0.000    0.000    0.000 text.py:1103(divide)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1311(__iter__)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 figure.py:2149(SubFigure)
        1    0.000    0.000    0.000    0.000 _cmp.py:1(<module>)
        2    0.000    0.000    0.000    0.000 progress_bar.py:33(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:3207(_Curve)
       21    0.000    0.000    0.000    0.000 deprecation.py:171(__set_name__)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
       20    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
       22    0.000    0.000    0.000    0.000 typing.py:2050(<genexpr>)
        1    0.000    0.000    0.000    0.000 platform.py:740(_Processor)
        1    0.000    0.000    0.000    0.000 core.py:3664(__init__)
        8    0.000    0.000    0.000    0.000 core.py:4983(stopOn)
        1    0.000    0.000    0.000    0.000 artist.py:88(_finalize_rasterization)
        1    0.000    0.000    0.000    0.000 _triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bsr.py:23(_bsr_base)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _make.py:2094(_assign)
        1    0.000    0.000    0.000    0.000 _interface.py:53(LinearOperator)
        1    0.000    0.000    0.000    0.000 core.py:93(__compat__)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 progress.py:63(_TrackThread)
       14    0.000    0.000    0.000    0.000 _make.py:1776(<listcomp>)
       34    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       28    0.000    0.000    0.000    0.000 patches.py:767(rotation_point)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1181(single_shot)
       36    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1792(__init__)
        5    0.000    0.000    0.000    0.000 rcsetup.py:568(_validate_greaterthan_minushalf)
        9    0.000    0.000    0.000    0.000 transforms.py:198(<lambda>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:118(set_active)
        1    0.000    0.000    0.000    0.000 _mathtext.py:221(Fonts)
        1    0.000    0.000    0.000    0.000 validators.py:543(_MaxLengthValidator)
        5    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
       25    0.000    0.000    0.000    0.000 _make.py:534(<lambda>)
        1    0.000    0.000    0.000    0.000 transforms.py:2634(__init__)
        1    0.000    0.000    0.000    0.000 table.py:129(Row)
        5    0.000    0.000    0.000    0.000 <frozen os>:818(fsdecode)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1135(_BaseV4)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
       14    0.000    0.000    0.000    0.000 {built-in method math.radians}
        2    0.000    0.000    0.000    0.000 backend_bases.py:1263(__init__)
        1    0.000    0.000    0.000    0.000 _compat.py:71(make_set_closure_cell)
        1    0.000    0.000    0.000    0.000 validators.py:574(_MinLengthValidator)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
       15    0.000    0.000    0.000    0.000 _make.py:587(<listcomp>)
       18    0.000    0.000    0.000    0.000 markers.py:458(_set_nothing)
        1    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        6    0.000    0.000    0.000    0.000 typing.py:926(_is_typevar_like)
        2    0.000    0.000    0.000    0.000 __init__.py:209(<dictcomp>)
        3    0.000    0.000    0.000    0.000 __init__.py:53(__get__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1090(TimerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2672(notify_axes_change)
        1    0.000    0.000    0.000    0.000 progress.py:273(_ReadContext)
        2    0.000    0.000    0.000    0.000 console.py:922(encoding)
        3    0.000    0.000    0.000    0.000 live_render.py:39(set_renderable)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:3172(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 transforms.py:1153(LockableBbox)
        1    0.000    0.000    0.000    0.000 progress.py:688(TaskProgressColumn)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1293(_get_parent_path)
        3    0.000    0.000    0.000    0.000 threading.py:1317(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 axis3d.py:740(YAxis)
        1    0.000    0.000    0.000    0.000 _csc.py:17(_csc_base)
       36    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 axis.py:1925(set_pickradius)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:283(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:1067(StreamHandler)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        2    0.000    0.000    0.000    0.000 pyplot.py:1008(get_fignums)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 datetime.py:1315(time)
       34    0.000    0.000    0.000    0.000 core.py:1915(recurse)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:794(values)
        1    0.000    0.000    0.000    0.000 tempfile.py:840(TemporaryDirectory)
       10    0.000    0.000    0.000    0.000 _docstring.py:33(__init__)
        1    0.000    0.000    0.000    0.000 art3d.py:844(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 _compat.py:45(get_first_param_type)
        2    0.000    0.000    0.000    0.000 _methods.py:39(_amax)
        1    0.000    0.000    0.000    0.000 calendar.py:71(_localized_day)
        2    0.000    0.000    0.000    0.000 progress.py:1001(percentage)
       21    0.000    0.000    0.000    0.000 text.py:166(__len__)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 __init__.py:488(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:439(LibraryLoader)
        1    0.000    0.000    0.000    0.000 axis.py:462(YTick)
        1    0.000    0.000    0.000    0.000 __init__.py:12(<listcomp>)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1744(_fix_ipython_backend2gui)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 console.py:548(ConsoleThreadLocals)
       17    0.000    0.000    0.000    0.000 _make.py:1713(_make_ne)
        5    0.000    0.000    0.000    0.000 validators.py:366(is_callable)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
       21    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:77(destroy_all)
        1    0.000    0.000    0.000    0.000 gridspec.py:531(SubplotSpec)
        1    0.000    0.000    0.000    0.000 _pep440.py:149(__ge__)
       10    0.000    0.000    0.000    0.000 _make.py:1613(_has_frozen_base_class)
        1    0.000    0.000    0.000    0.000 screen.py:18(Screen)
        1    0.000    0.000    0.000    0.000 cbook.py:677(_Stack)
        1    0.000    0.000    0.000    0.000 figure.py:2611(set_layout_engine)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:79(<genexpr>)
       15    0.000    0.000    0.000    0.000 results.py:448(<lambda>)
        3    0.000    0.000    0.000    0.000 transforms.py:1929(get_matrix)
        5    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 core.py:2486(Keyword)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 distance.py:1900(<dictcomp>)
       31    0.000    0.000    0.000    0.000 multiarray.py:669(result_type)
        4    0.000    0.000    0.000    0.000 core.py:3457(parseImpl)
        1    0.000    0.000    0.000    0.000 ast.py:67(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 typing.py:1275(__mro_entries__)
        2    0.000    0.000    0.000    0.000 threading.py:804(_newname)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2098(IPv6Interface)
        1    0.000    0.000    0.000    0.000 rcsetup.py:131(_validate_date)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 cbook.py:92(_StrongRef)
        1    0.000    0.000    0.000    0.000 core.py:5183(Opt)
        1    0.000    0.000    0.000    0.000 console.py:323(Capture)
        1    0.000    0.000    0.000    0.000 _index.py:25(IndexMixin)
